Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitneg
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.3504,0.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,69.456,2,0.2,22.5732,0.0
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,8.64,3,0.0,2.4192,0.0
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Machines,341.991,3,0.7,-319.1916,-319.1916
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,43.96,7,0.0,18.4632,0.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,39.76,7,0.0,18.6872,0.0
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,66.36,7,0.0,26.544,0.0
Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,92.88,6,0.2,30.186,0.0
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,24.14,2,0.0,7.9662,0.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882,-630.882
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,49.56,7,0.0,18.8328,0.0
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,354.9,5,0.0,17.745,0.0
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,15.12,3,0.2,4.914,0.0
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,302.45,5,0.5,-199.61700000000002,-199.61700000000002
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,44.672,8,0.2,-10.0512,-10.0512
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,119.98,2,0.0,35.994,0.0
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,989.97,3,0.0,395.98800000000006,0.0
Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,9.216000000000001,4,0.2,3.3408,0.0
Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,68.52,3,0.0,31.5192,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,364.74,3,0.0,109.42200000000001,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,47.4,5,0.0,21.33,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,49.76,4,0.0,13.9328,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,5.56,2,0.0,1.4456,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0.0,301.968,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,14.7,5,0.0,3.969,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0.0,21.7728,0.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,125.99,1,0.0,35.2772,0.0
Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0.0,4.1160000000000005,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.7,5,0.4,-6.54,-6.54
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088,0.0
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,181.86,7,0.0,50.9208,0.0
Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,155.372,2,0.3,-35.5136,-35.5136
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.427999999999999,3,0.7,-11.19,-11.19
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,67.13600000000001,4,0.2,-0.8392,-0.8392
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,89.568,2,0.2,32.4684,0.0
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,315.776,8,0.2,31.5776,0.0
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,273.666,2,0.15,-12.8784,-12.8784
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,17.48,4,0.0,4.5448,0.0
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,20.608,2,0.2,-4.3792,-4.3792
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73,-2.73
Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495,0.0
Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,63.98,7,0.0,21.7532,0.0
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976,0.0
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,35.984,2,0.2,4.498,0.0
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,389.97,3,0.0,132.5898,0.0
Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011,0.0
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0.0,1270.99,0.0
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.98800000000006,-479.98800000000006
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094,-5.0094
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888,0.0
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904,-9.0904
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,46.36,4,0.0,15.2988,0.0
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,6.9,1,0.0,0.552,0.0
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,0.0
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705,-121.2705
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,305.01,9,0.0,76.2525,0.0
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744,0.0
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,26.01,9,0.0,12.2247,0.0
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58,-272.58
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0.0,21.5964,0.0
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,20.24,1,0.0,7.8936,0.0
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,37.84,2,0.2,2.838,0.0
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724,0.0
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26,-175.26
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,-7.476
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,-30.294
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,-4.9164
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,381.72,5,0.2,-66.801,-66.801
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,97.184,2,0.2,6.074,0.0
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,10.368,2,0.2,3.6288,0.0
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156,-152.7156
Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72.0,4,0.0,12.96,0.0
Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.88799999999999,2,0.2,9.9652,0.0
Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,0.0
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,14.13,3,0.0,0.7065,0.0
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,64.75,5,0.0,29.1375,0.0
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.8719999999999999,2,0.7,-1.3104,-1.3104
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974,-8.5974
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,7.4752,0.0
Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,286.4,1,0.2,25.06,0.0
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0.0,12.7368,0.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,142.18200000000002,1,0.4,-37.9152,-37.9152
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,19.608,3,0.2,6.6177,0.0
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,4.158,7,0.7,-3.465,-3.465
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,979.95,5,0.0,264.5865,0.0
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,135.3,5,0.0,37.884,0.0
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,8.904,3,0.2,3.339,0.0
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,100.8,2,0.2,21.42,0.0
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,41.96,2,0.0,10.9096,0.0
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,9.45,3,0.0,4.5360000000000005,0.0
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,400.8,5,0.0,112.22399999999999,0.0
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,28.791999999999998,1,0.2,10.0772,0.0
Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,111.0,2,0.0,14.43,0.0
Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896,0.0
Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0.0,334.1142,0.0
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,22.752,6,0.6,-8.532,-8.532
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,61.542,1,0.4,-13.3341,-13.3341
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,81.438,7,0.7,-65.1504,-65.1504
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,67.36,2,0.2,10.104,0.0
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,54.528,3,0.2,14.3136,0.0
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,843.9,2,0.0,371.316,0.0
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,449.56800000000004,2,0.2,56.196000000000005,0.0
First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,15.51,1,0.0,3.8775,0.0
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,192.18599999999998,3,0.1,36.3018,0.0
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,5.76,2,0.0,1.6128,0.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,67.88,2,0.0,18.3276,0.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,162.89,13,0.0,76.5583,0.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,25.71,3,0.0,9.2556,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,191.88,6,0.0,19.188,0.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420.0,-420.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,73.568,4,0.2,-16.5528,-16.5528
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584000000000001,1,0.2,1.3584,0.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,64.78399999999999,1,0.2,-12.147,-12.147
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,176.77200000000002,3,0.8,-459.6072,-459.6072
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,38.82,6,0.0,19.41,0.0
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,21.9,5,0.0,10.512,0.0
Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,111.79,7,0.0,43.5981,0.0
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,445.44,8,0.4,-81.664,-81.664
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,16.52,5,0.2,5.369,0.0
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,29.9,5,0.0,13.455,0.0
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,116.4,8,0.0,52.38,0.0
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,1.4080000000000001,1,0.2,0.1584,0.0
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,169.56799999999998,2,0.2,0.0,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,251.96400000000003,6,0.4,-50.3928,-50.3928
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468,-192.0468
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,0.0
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,194.352,3,0.2,-36.441,-36.441
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,36.624,3,0.2,13.734000000000002,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,340.18199999999996,3,0.4,-73.7061,-73.7061
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512,-5.0512
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544000000000004,2,0.2,-7.7292,-7.7292
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.80199999999996,7,0.3,-24.843000000000004,-24.843000000000004
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937000000000001,-11.937000000000001
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.6080000000000005,2,0.2,1.6704,0.0
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0.0,74.8142,0.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11,0.0,44.5962,0.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3,0.0,0.6102,0.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7,0.0,31.9319,0.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0.0,3.5505,0.0
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078,0.0
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336000000000006,4,0.2,5.4336,0.0
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6,0.0,24.9804,0.0
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3,0.0,0.4074,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,7.056,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5,0.0,41.986000000000004,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.9,2,0.0,5.07,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3,0.0,8.4528,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,378.0,2,0.0,136.08,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.64,3,0.0,8.6436,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,373.08,6,0.0,100.7316,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676,0.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,29.97,3,0.0,0.2997,0.0
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,390.36800000000005,2,0.2,48.79600000000001,0.0
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,101.52,5,0.2,19.035,0.0
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,74.352,3,0.2,23.235,0.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,15.7,5,0.0,7.065,0.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3,0.0,15.4752,0.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,34.4,5,0.0,15.824000000000002,0.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.176,2,0.4,-120.0508,-120.0508
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.6460000000001,3,0.1,173.3292,0.0
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,35.856,9,0.2,12.9978,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4,0.2,3.278,0.0
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1,0.0,14.6642,0.0
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7,0.0,14.2002,0.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0.0,21.035999999999998,0.0
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,0.0
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3,0.0,34.4148,0.0
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.568,2,0.2,-6.098,-6.098
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646,0.0
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176,0.0
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8,0.0,11.7488,0.0
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,-94.6605
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,0.0
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391,0.0
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2,0.2,-3.094,-3.094
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,-0.3398
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,-5.524
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5,0.2,47.495,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805,-116.9805
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5,0.2,13.9185,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,-41.5176
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,-138.14
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5,0.7,-15.44,-15.44
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368000000000002,-28.368000000000002
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.1,3,0.7,-643.71,-643.71
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3,0.2,6.4176,0.0
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.24600000000001,2,0.3,-6.0889999999999995,-6.0889999999999995
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.711999999999996,2,0.6,-26.1696,-26.1696
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0.0,5.3721,0.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,14.9156,0.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0.0,6.3504,0.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.0,4,0.0,7.68,0.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0.0,8.4942,0.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.4639999999999995,3,0.2,-0.9486,-0.9486
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,-6.5415
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,0.0
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,0.0
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0.0,25.791999999999998,0.0
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,0.0
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0.0,13.132,0.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.5520000000000005,0.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,-2.9566
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0.0,8.693999999999999,0.0
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.687999999999999,2,0.2,3.7408,0.0
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.09599999999998,3,0.2,20.7459,0.0
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,0.0
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,0.0
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,-26.085
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,0.0
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,0.0
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,0.0
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,-77.333
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,-10.15
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,0.0
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,0.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0.0,148.1064,0.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1,0.0,4.57,0.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.0,119.686,0.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.0,125.5824,0.0
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.9680000000001,4,0.2,215.9892,0.0
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0.0,24.2696,0.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0.0,80.83800000000001,0.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0.0,3.72,0.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8,0.0,15.408,0.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2,0.0,65.435,0.0
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8,0.0,23.7168,0.0
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4,0.0,11.8728,0.0
